Unnamed: 0,product_name,category,categoryRank,noRatings,cost,product_url
449,"JETech Screen Protector for iPhone SE 3/2 (2022/2020 Edition), 4.7-Inch, Tempered Glass Film, 3-Pack",Cell Phones & Accessories,#34,"61,362",$6.99,https://www.amazon.com/JETech-Screen-Protector-4-7-Inch-Tempered/dp/B07QQZDDR4/ref=cm_cr_arp_d_product_top?ie=UTF8
450,"JETech Screen Protector for iPhone 11 and iPhone XR, 6.1-Inch, Tempered Glass Film, 2-Pack",Cell Phones & Accessories,#35,"164,953",$5.99,https://www.amazon.com/JETech-Screen-Protector-6-1-Inch-Tempered/dp/B07GZSDHSK/ref=cm_cr_arp_d_product_top?ie=UTF8
453,ORIbox Glass Screen Protector for iPhone 11,Cell Phones & Accessories,#38,"12,882",$7.37 - $9.59,https://www.amazon.com/ORIbox-Glass-Screen-Protector-iPhone/dp/B0B972MKJP/ref=cm_cr_arp_d_product_top?ie=UTF8
456,iWALK 4500mAh Mini Portable Charger with Built in Plug Compatible with iPhone,Cell Phones & Accessories,#41,"16,246",$29.99 - $34.99,https://www.amazon.com/iWALK-4500mAh-Portable-Charger-Compatible/dp/B07Y55CW65/ref=cm_cr_arp_d_product_top?ie=UTF8
457,"Ailun Screen Protector Compatible for iPhone SE 2020 2nd/2022 3rd Generation, iPhone 8,7,6s,6, 4.7-Inch Tempered Glass 0.25mm Case Friendly 3 Pack Clear",Cell Phones & Accessories,#42,"36,762",$6.98,https://www.amazon.com/Ailun-Protector-Compatible-Tempered-Friendly/dp/B01LGY2P56/ref=cm_cr_arp_d_product_top?ie=UTF8
458,"Qifutan Phone Mount for Car Vent [2022 Upgraded Clip] Cell Phone Holder Car Hands Free Cradle in Vehicle Car Phone Holder Mount Fit for Smartphone, iPhone, Cell Phone Automobile Cradles Universal",Cell Phones & Accessories,#43,"4,241",$12.99,https://www.amazon.com/Qifutan-Upgraded-Smartphone-Automobile-Universal/dp/B09LYDP13X/ref=cm_cr_arp_d_product_top?ie=UTF8
460,"Apple MagSafe Charger - Wireless Charger with Fast Charging Capability, Type C Wall Charger, Compatible with iPhone and AirPods",Cell Phones & Accessories,#45,"47,590",$37.00,https://www.amazon.com/Apple-MHXH3AM-A-MagSafe-Charger/dp/B08L5NP6NG/ref=cm_cr_arp_d_product_top?ie=UTF8
461,"(Apple MFi Certified) iPhone Charger Cable,PLmuzsz 3Pack Data Sync Charging Cords with 3Pack USB Wall Charger Travel Plug Adapter Compatible iPhone 12 Pro/11 Pro/Xs/XR/X/8/8Plus and More",Cell Phones & Accessories,#46,"7,091",$10.98,https://www.amazon.com/Certified-Charger-PLmuzsz-Charging-Compatible/dp/B09B54CFYY/ref=cm_cr_arp_d_product_top?ie=UTF8
472,"Amazon Essentials Women's Cotton Bikini Brief Underwear, Multipacks (Available in Plus Size)","Clothing, Shoes & Jewelry",#11,"121,172",$9.62 - $20.50,https://www.amazon.com/Amazon-Essentials-Standard-Plus-Size-Stretch/dp/B07Z6J5N6Y/ref=cm_cr_arp_d_product_top?ie=UTF8
477,ODODOS Unisex Mini Belt Bag with Adjustable Strap Small Waist Pouch for Workout Running Travelling Hiking,"Clothing, Shoes & Jewelry",#16,"2,845",$18.98,https://www.amazon.com/ODODOS-Adjustable-Workout-Running-Travelling/dp/B09D748QYS/ref=cm_cr_arp_d_product_top?ie=UTF8
479,"Stelle Girls Ballet Practice Shoes, Yoga Shoes for Dancing","Clothing, Shoes & Jewelry",#18,"30,924",$12.49 - $29.99,https://www.amazon.com/STELLE-Girls-Ballet-Practice-Dancing/dp/B07D144PH7/ref=cm_cr_arp_d_product_top?ie=UTF8
481,"Hanes Men's Sweatshirt, EcoSmart Fleece Hoodie, Cotton-Blend Fleece Hooded Sweatshirt, Plush Fleece Pullover Hoodie","Clothing, Shoes & Jewelry",#20,"148,401",$8.99 - $41.92,https://www.amazon.com/Hanes-Pullover-EcoSmart-Hooded-Sweatshirt/dp/B09KHPWXVQ/ref=cm_cr_arp_d_product_top?ie=UTF8
483,"RUNNING GIRL Sports Bra for Women, Criss-Cross Back Padded Strappy Sports Bras Medium Support Yoga Bra with Removable Cups","Clothing, Shoes & Jewelry",#22,"30,799",$12.23 - $19.99,https://www.amazon.com/RUNNING-GIRL-Criss-Cross-Strappy-Removable/dp/B08SLNT168/ref=cm_cr_arp_d_product_top?ie=UTF8
484,Amazon Essentials Men's Regular-Fit Cotton Pique Polo Shirt,"Clothing, Shoes & Jewelry",#23,"32,829",$8.87 - $16.30,https://www.amazon.com/Amazon-Essentials-Standard-Regular-fit-Cotton/dp/B08PF9YKQT/ref=cm_cr_arp_d_product_top?ie=UTF8
486,Brooks Ghost 14 Women's Neutral Running Shoe,"Clothing, Shoes & Jewelry",#25,"11,762",$94.17 - $318.72,https://www.amazon.com/Brooks-Womens-Ghost-Neutral-Running/dp/B08QVFVYZX/ref=cm_cr_arp_d_product_top?ie=UTF8
487,"Fearless Tape - Double Sided Tape for Fashion, Clothing and Body (50 Strip Pack) | All Day Strength Tape Adhesive and Gentle on Skin and Fabrics | Transparent Clear Color for All Skin Shades","Clothing, Shoes & Jewelry",#26,"24,632",$10.99,https://www.amazon.com/Fearless-Tape-Double-Sided-Fashion/dp/B01K2CMFVM/ref=cm_cr_arp_d_product_top?ie=UTF8
488,Niidor Adhesive Bra Strapless Sticky Invisible Push up Silicone Bra for Backless Dress with Nipple Covers Nude,"Clothing, Shoes & Jewelry",#27,"18,122",$19.99 - $25.99,https://www.amazon.com/Niidor-Adhesive-Strapless-Invisible-Silicone/dp/B093DCR322/ref=cm_cr_arp_d_product_top?ie=UTF8
489,VOENXE Seamless Thongs for Women No Show Thong Underwear Women 5-10 Pack,"Clothing, Shoes & Jewelry",#28,"44,938",$12.71 - $16.49,https://www.amazon.com/VOENXE-Seamless-Thongs-Women-Underwear/dp/B07SQDHHSW/ref=cm_cr_arp_d_product_top?ie=UTF8
490,"Gildan Men's Ultra Cotton T-Shirt, Style G2000, Multipack","Clothing, Shoes & Jewelry",#29,"77,682",$7.97 - $122.20,https://www.amazon.com/Gildan-Cotton-T-Shirt-G2000-Multipack/dp/B09DPSCNSY/ref=cm_cr_arp_d_product_top?ie=UTF8
491,Amoretu Women Summer Tunic Dress V Neck Casual Loose Flowy Swing Shift Dresses,"Clothing, Shoes & Jewelry",#30,"54,148",$22.38 - $31.99,https://www.amazon.com/Amoretu-Women-Summer-Casual-Dresses/dp/B07GBWVS3Z/ref=cm_cr_arp_d_product_top?ie=UTF8
492,Under Armour Men's Tech Golf Polo,"Clothing, Shoes & Jewelry",#31,"40,691",$17.45 - $123.19,https://www.amazon.com/Under-Armour-Mens-Tech-Golf/dp/B08S6F8C21/ref=cm_cr_arp_d_product_top?ie=UTF8
493,BAGAIL 8 Set Packing Cubes Luggage Packing Organizers for Travel Accessories,"Clothing, Shoes & Jewelry",#32,"8,767",$24.99 - $25.99,https://www.amazon.com/BAGAIL-Packing-Luggage-Organizers-Accessories/dp/B07V2LVFVD/ref=cm_cr_arp_d_product_top?ie=UTF8
494,Under Armour Men's Tech Graphic Shorts,"Clothing, Shoes & Jewelry",#33,"44,950",$12.00 - $115.00,https://www.amazon.com/Under-Armour-Mens-Graphic-Shorts/dp/B08KS1XN7G/ref=cm_cr_arp_d_product_top?ie=UTF8
495,"THE GYM PEOPLE Thick High Waist Yoga Pants with Pockets, Tummy Control Workout Running Yoga Leggings for Women","Clothing, Shoes & Jewelry",#34,"43,835",$22.99 - $28.99,https://www.amazon.com/GYM-PEOPLE-Pockets-Control-Leggings/dp/B07HQCCDFC/ref=cm_cr_arp_d_product_top?ie=UTF8
496,No Show Socks Women Low Socks Non Slip Flat Boat Line 4/8 Pairs,"Clothing, Shoes & Jewelry",#35,"55,239",$11.89 - $16.89,https://www.amazon.com/Show-Socks-Women-Slip-Pairs/dp/B099QV15NM/ref=cm_cr_arp_d_product_top?ie=UTF8
497,Hanes Men's Tagless Cotton Crew Undershirt – Multiple Packs and Colors,"Clothing, Shoes & Jewelry",#36,"48,459",$10.97 - $75.18,https://www.amazon.com/Hanes-Mens-Tagless-Cotton-Undershirt/dp/B0B3QVQQFT/ref=cm_cr_arp_d_product_top?ie=UTF8
498,Hey Dude Men's Wally Multiple Colors | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight,"Clothing, Shoes & Jewelry",#37,"45,310",$38.97 - $149.00,https://www.amazon.com/Hey-Dude-Mens-Wally-Loafers/dp/B01GTP6MYM/ref=cm_cr_arp_d_product_top?ie=UTF8
499,Crocs Unisex-Child Kids' Classic Clog | Girls and Boy Shoes,"Clothing, Shoes & Jewelry",#38,"22,013",$18.00 - $92.95,https://www.amazon.com/Crocs-Classic-Clogs-Retired-Colors/dp/B08PMSL3Y1/ref=cm_cr_arp_d_product_top?ie=UTF8
502,Fruit of the Loom Girls' Cotton Brief Underwear Multipacks,"Clothing, Shoes & Jewelry",#41,"43,068",$7.02 - $239.90,https://www.amazon.com/Fruit-Loom-Cotton-Underwear-Multipacks/dp/B09VPFJYVR/ref=cm_cr_arp_d_product_top?ie=UTF8
503,Tronjori Women High Waist Casual Wide Leg Long Palazzo Pants Trousers Regular Size,"Clothing, Shoes & Jewelry",#42,"9,510",$23.79 - $39.99,https://www.amazon.com/Tronjori-Women-Casual-Palazzo-Trousers/dp/B07GYXFPB4/ref=cm_cr_arp_d_product_top?ie=UTF8
505,Artfish Women's Sleeveless Strappy Tank Square Neck Double Layer Workout Fitness Casual Basic Crop Tops,"Clothing, Shoes & Jewelry",#44,"2,269",$14.00 - $19.99,https://www.amazon.com/Artfish-Sleeveless-Strappy-Workout-Fitness/dp/B09GP5HK11/ref=cm_cr_arp_d_product_top?ie=UTF8
506,STELLE Girls' Ultra Soft Pro Dance Tight/Ballet Footed Tight (Toddler/Little Kid/Big Kid),"Clothing, Shoes & Jewelry",#45,"20,151",$7.69 - $17.99,https://www.amazon.com/STELLE-Ballet-Footed-Toddler-Little/dp/B08QYYS95P/ref=cm_cr_arp_d_product_top?ie=UTF8
508,Amazon Essentials Women's Belice Ballet Flat,"Clothing, Shoes & Jewelry",#47,"51,621",$7.60 - $21.80,https://www.amazon.com/Amazon-Essentials-Womens-Belice-Ballet/dp/B093QNR84N/ref=cm_cr_arp_d_product_top?ie=UTF8
509,NIKE Performance Cushion Crew Socks with Band (6 Pairs),"Clothing, Shoes & Jewelry",#48,"18,206",$22.12 - $48.50,https://www.amazon.com/NIKE-Performance-Cushion-Socks-Pairs/dp/B06Y4CJVQY/ref=cm_cr_arp_d_product_top?ie=UTF8
510,"Hanes Men's Sweatshirt, EcoSmart Fleece Crewneck Sweatshirt, Cotton-Blend Fleece Sweatshirt, Plush Fleece Pullover Sweatshirt","Clothing, Shoes & Jewelry",#49,"138,872",$7.99 - $27.61,https://www.amazon.com/Hanes-OP160-Mens-EcoSmart-Sweatshirt/dp/B092NFH7G9/ref=cm_cr_arp_d_product_top?ie=UTF8
511,"Hanes Men's Hoodie, EcoSmart Fleece Zip-Front Hooded Sweatshirt, Cotton-Blend Fleece Hooded Sweatshirt, Mid-Weight Zip-Up","Clothing, Shoes & Jewelry",#50,"99,683",$13.99 - $44.49,https://www.amazon.com/Hanes-Full-Zip-Eco-Smart-Fleece-Hoodie/dp/B087ZJS6Z5/ref=cm_cr_arp_d_product_top?ie=UTF8
525,Saint Michael Law Enforcement Challenge Coin God Bless The Police Prayer,Collectible Coins,#14,"1,206",$8.00,https://www.amazon.com/Michael-Enforcement-Challenge-Police-Prayer/dp/B07QF79N8J/ref=cm_cr_arp_d_product_top?ie=UTF8
527,1808 Royal George III of Scotland British Old Coin-Great UK Shilling Old Coin - Uncirculated Commemorative Coins-Best Discover History of Coins,Collectible Coins,#16,174,$4.89,https://www.amazon.com/MarshLing-Scotland-British-Coin-Great-Shilling/dp/B07NQD74GS/ref=cm_cr_arp_d_product_top?ie=UTF8
528,"1907 Morgan Indian Head Ten Dollars Coin,Great American Commemorative Old Coins, Uncirculated Morgan Dollars,Discover History of USA Coins for Collectors",Collectible Coins,#17,13,$14.49 - $19.95,https://www.amazon.com/American-Commemorative-Uncirculated-Discover-Collectors/dp/B0B4W9P4JY/ref=cm_cr_arp_d_product_top?ie=UTF8
530,Unsearched Wheat Penny Roll w/Silver Mercury Dime End Old Us Coin Shotgun Lot Mixed Years Circulated Vintage Collector,Collectible Coins,#19,483,$20.49,https://www.amazon.com/Unsearched-Mercury-Coin-Circulated-Collector/dp/B07RZ4DJLL/ref=cm_cr_arp_d_product_top?ie=UTF8
531,EISENHOWER (IKE) DOLLARS SET OF 4 DIFFERENT DATES BETWEEN 1971-1978,Collectible Coins,#20,"1,558",$14.98,https://www.amazon.com/EISENHOWER-DOLLARS-DIFFERENT-BETWEEN-1971-1978/dp/B0030HBU6I/ref=cm_cr_arp_d_product_top?ie=UTF8
533,Presidential Dollar Folder: Complete Philadelphia and Denver Mint Collection,Collectible Coins,#22,530,$7.95,https://www.amazon.com/Presidential-Dollar-Folder-Philadelphia-Collection/dp/B06XPS2VW7/ref=cm_cr_arp_d_product_top?ie=UTF8
537,Pennybandz Wearable Souvenir Wristband for Pressed Penny,Collectible Coins,#26,65,$7.97,https://www.amazon.com/Pennybandz-Wearable-Souvenir-Wristband-Pressed/dp/B08BYX7V4B/ref=cm_cr_arp_d_product_top?ie=UTF8
538,50 Wheat Pennies (Unsearched Shotgun Roll) - Mixed Years Circulated Good or Better.,Collectible Coins,#27,980,$11.99,https://www.amazon.com/Wheat-Pennies-Unsearched-Shotgun-Roll/dp/B011LOOKV8/ref=cm_cr_arp_d_product_top?ie=UTF8
540,USA Statue of Liberty Skull HOBO Nickel Antique Silver Plated collectionchallenge Coin Satan Series,Collectible Coins,#29,141,$14.99,https://www.amazon.com/Statue-Liberty-Nickel-Antique-collectionchallenge/dp/B0973XK3GQ/ref=cm_cr_arp_d_product_top?ie=UTF8
542,"2023 Stater 3 Coin Collection of Indian Penny, Buffalo Nickel and Steel Cent with Red Book Guide to Coins 76th Edition Circulated Uncirculated",Collectible Coins,#31,446,$29.99,https://www.amazon.com/Stater-Collection-Buffalo-Circulated-Uncirculated/dp/B07RB2M85K/ref=cm_cr_arp_d_product_top?ie=UTF8
545,Military Gift Shop Marine Corps Crucible Challenge Coin - USMC Boot Camp - The Crucible - USMC Vet Owned Business,Collectible Coins,#34,527,$13.77,https://www.amazon.com/MVP-Studios-Marine-Crucible-Challenge/dp/B071CPJVRC/ref=cm_cr_arp_d_product_top?ie=UTF8
546,U.S.AF Core Values Air Force Military Challenge Coin,Collectible Coins,#35,255,$10.99,https://www.amazon.com/U-S-AF-Values-Force-Military-Challenge/dp/B07L7J2Z49/ref=cm_cr_arp_d_product_top?ie=UTF8
547,MarshLing Antique Liberty Indian Head Ten-Dollars Coin - Great American Commemorative Old Coins- Uncirculated Morgan Dollars-Discover History of US Coins Perfect Quality,Collectible Coins,#36,"1,022",$6.36,https://www.amazon.com/MarshLing-Antique-Liberty-Indian-Ten-Dollars/dp/B07T71FTGB/ref=cm_cr_arp_d_product_top?ie=UTF8
548,American Eagle Copper Round - 1oz 0.999% Fine Copper Coin - Collectors Edition,Collectible Coins,#37,88,$9.97,https://www.amazon.com/American-Eagle-Copper-Round-Collectors/dp/B08SDWG5R5/ref=cm_cr_arp_d_product_top?ie=UTF8
549,The Task Ahead Challenge Coin Collector's Medallion,Collectible Coins,#38,390,$9.99 - $10.99,https://www.amazon.com/Task-Ahead-Challenge-Collectors-Medallion/dp/B086RLL4SX/ref=cm_cr_arp_d_product_top?ie=UTF8
550,Complete 50 Uncirculated State (99-08) Quarter Collection Set + 6 Territory Quarters from The US Territories Program in a Beautiful Folder Display Book (Complete Set),Collectible Coins,#39,660,$59.95,https://www.amazon.com/Uncirculated-Collection-territory-Territories-Beautiful/dp/B07BH68GQ1/ref=cm_cr_arp_d_product_top?ie=UTF8
551,Walking Liberty Half Dollar XF/VF 90% Silver Extra Fine Half Dollar Very Fine,Collectible Coins,#40,711,$19.28,https://www.amazon.com/Walking-Liberty-Dollar-Silver-Extra/dp/B00XNRVXYE/ref=cm_cr_arp_d_product_top?ie=UTF8
553,3Pcs.Coin,Collectible Coins,#42,488,$9.99 - $19.99,https://www.amazon.com/Vbeca-3Pcs-Coin/dp/B096RQRXTC/ref=cm_cr_arp_d_product_top?ie=UTF8
554,Trump Copper Round 1oz Pure Copper Coin,Collectible Coins,#43,453,$7.49,https://www.amazon.com/Trump-Copper-Round-Pure-Coin/dp/B08DF5795S/ref=cm_cr_arp_d_product_top?ie=UTF8
555,"Different Coins from Many Countries Around The World Including Money Bag, Coin Purse - Pouch",Collectible Coins,#44,914,$18.50 - $202.90,https://www.amazon.com/Coins-Different-Countries-Around-Including/dp/B07Z7PK93V/ref=cm_cr_arp_d_product_top?ie=UTF8
557,2018-D 24K Gold Gilded JFK Kennedy Half Dollar Coin (D Mint),Collectible Coins,#46,"1,975",$12.98,https://www.amazon.com/2018-D-Gilded-Kennedy-Dollar-Mint/dp/B07DF7Y78W/ref=cm_cr_arp_d_product_top?ie=UTF8
558,Aiyee Blood Oath Marker Coin Collecting Coin,Collectible Coins,#47,601,$19.99,https://www.amazon.com/Aiyee-Blood-Oath-Marker-Collecting/dp/B091P4C681/ref=cm_cr_arp_d_product_top?ie=UTF8
559,One Year Rarities Coin Collection| Genuine United States Minted Coins | Americana Collectible | Certificate of Authenticity – American Coin Treasures,Collectible Coins,#48,206,$24.95,https://www.amazon.com/American-Coin-Treasures-Rarities-Collection/dp/B00ERC8U4K/ref=cm_cr_arp_d_product_top?ie=UTF8
560,1883 to 1912 Liberty Nickels Set of 7 Coins Set Good,Collectible Coins,#49,842,$15.53,https://www.amazon.com/1883-1912-Liberty-Nickels-Coins/dp/B00L2JE7UW/ref=cm_cr_arp_d_product_top?ie=UTF8
561,"12Pcs Bitcoin - Pure Gold Physical Bitcoin Coin Blockchain Cryptocurrency in Protective Collectable Gift, Featuring Original Commemorative Tokens, Chase Coin, BTC Cryptocurrency",Collectible Coins,#50,185,$13.99,https://www.amazon.com/12Pcs-Bitcoin-Cryptocurrency-Collectable-Commemorative/dp/B08YCY8FGQ/ref=cm_cr_arp_d_product_top?ie=UTF8
569,"Docking Station USB C to Dual HDMI Adapter, USB C Hub Dual HDMI Monitors for Windows,USB C Adapter with Dual HDMI,3 USB Port,PD Compatible for Dell XPS 13/15, Lenovo Yoga,etc",Computers & Accessories,#8,"3,838",$38.99,https://www.amazon.com/Adapter-Docking-Station-Monitors-Compatible/dp/B08CRCRPCJ/ref=cm_cr_arp_d_product_top?ie=UTF8
573,"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6” 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73",Computers & Accessories,#12,"1,354",$999.99,https://www.amazon.com/ASUS-Display-i7-12650H-Thunderbolt-FX517ZM-AS73/dp/B09RMH9B6F/ref=cm_cr_arp_d_product_top?ie=UTF8
574,"Bekayshad Stickers for Water Bottles, 100 Pack/PCS Hydroflask Stickers for Kids Teens Waterproof Cute Vsco Vinyl Stickers Laptop Skateboard Luggage Computer Stickers for Teens Girls Kids",Computers & Accessories,#13,"4,672",$6.99,https://www.amazon.com/Stickers-Hydroflask-Aesthetic-Waterproof-Skateboard/dp/B08D3GMQR6/ref=cm_cr_arp_d_product_top?ie=UTF8
575,Google Wifi - AC1200 - Mesh WiFi System - Wifi Router - 4500 Sq Ft Coverage - 3 pack,Computers & Accessories,#14,"11,350",$149.99,https://www.amazon.com/Google-Wifi-System-Router-Replacement/dp/B08GG9CMLR/ref=cm_cr_arp_d_product_top?ie=UTF8
578,"Mac Book Pro Charger,Replacement AC 85w 2T-Tip Connector Power Adapter,Charger Compatible with Mac Book Pro 13 Inch 15 Inch (2012-2016)",Computers & Accessories,#17,387,$20.99,https://www.amazon.com/Universal-Charger-Replacement-T-tip-Released/dp/B091BXJ59K/ref=cm_cr_arp_d_product_top?ie=UTF8
580,"Fire HD 8 tablet, 8"" HD display, 32 GB, latest model (2020 release), designed for portable entertainment, Twilight Blue",Computers & Accessories,#19,"159,137",$69.99,https://www.amazon.com/Fire-HD-8-tablet/dp/B07WQ1VH72/ref=cm_cr_arp_d_product_top?ie=UTF8
581,"Acer Nitro 5 AN517-54-79L1 Gaming Laptop | Intel Core i7-11800H | NVIDIA GeForce RTX 3050Ti Laptop GPU | 17.3"" FHD 144Hz IPS Display | 16GB DDR4 | 1TB NVMe SSD | Killer Wi-Fi 6 | Backlit KB | Win 11",Computers & Accessories,#20,788,$879.99,https://www.amazon.com/Acer-AN517-54-79L1-i7-11800H-GeForce-Display/dp/B09HJKGK5V/ref=cm_cr_arp_d_product_top?ie=UTF8
582,"Fire HD 8 Kids tablet, 8"" HD display, ages 3-7, 32 GB, Pink Kid-Proof Case",Computers & Accessories,#21,"123,229",$109.99,https://www.amazon.com/Fire-HD-8-Kids-Edition-tablet/dp/B07WJS3QDX/ref=cm_cr_arp_d_product_top?ie=UTF8
584,"Lenovo IdeaPad 3 11 Chromebook Laptop, 11.6"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Chrome OS, Onyx Black",Computers & Accessories,#23,"3,090",$113.19,https://www.amazon.com/Lenovo-Chromebook-Processor-Graphics-82BA0003US/dp/B087YW8FQB/ref=cm_cr_arp_d_product_top?ie=UTF8
585,"Mac Book Pro Charger - 118W USB C Charger Power Adapter for USB C MacBook Pro 16 15 14 13 Inch, MacBook Air 13 Inch 2021 2020 2019 2018, New iPad Pro, Include Charge Cable（7.2ft/2.2m）",Computers & Accessories,#24,"1,263",$35.99,https://www.amazon.com/Mac-Book-Pro-Charger-Cable%EF%BC%887-2ft/dp/B09FSCMR14/ref=cm_cr_arp_d_product_top?ie=UTF8
587,"Introducing Amazon eero 6+ dual-band mesh Wi-Fi 6 system, with built-in Zigbee smart home hub and 160MHz client device support (3-pack)",Computers & Accessories,#26,664,$239.00,https://www.amazon.com/Introducing-Amazon-eero-dual-band-support/dp/B08ZK2BHP2/ref=cm_cr_arp_d_product_top?ie=UTF8
588,"45W USB Type C Chromebook Charger Laptop Fast Charging Power Adapter, Widely Compatible with HP, Dell, Lenovo, Acer, Asus, Samsung, Google, and More",Computers & Accessories,#27,855,$12.99,https://www.amazon.com/45W-Type-Charger-Power-Adapter/dp/B09MFCGJ73/ref=cm_cr_arp_d_product_top?ie=UTF8
590,"Fire HD 10 Kids tablet, 10.1"", 1080p Full HD, ages 3–7, 32 GB, Sky Blue",Computers & Accessories,#29,"16,241",$169.99,https://www.amazon.com/Fire-HD-10-Kids-tablet/dp/B08F62DV1Z/ref=cm_cr_arp_d_product_top?ie=UTF8
591,"2021 Apple MacBook Pro (14-inch, Apple M1 Pro chip with 8‑core CPU and 14‑core GPU, 16GB RAM, 512GB SSD) - Space Gray",Computers & Accessories,#30,"1,141",[],https://www.amazon.com/Apple-MacBook-14-inch-8%E2%80%91core-14%E2%80%91core/dp/B09JQSLL92/ref=cm_cr_arp_d_product_top?ie=UTF8
594,"Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Lavender",Computers & Accessories,#33,"88,029",$129.99,https://www.amazon.com/Fire-HD-10-tablet/dp/B08F6B347L/ref=cm_cr_arp_d_product_top?ie=UTF8
595,"Fire HD 10 Kids tablet, 10.1"", 1080p Full HD, ages 3–7, 32 GB, Lavender",Computers & Accessories,#34,"16,241",$169.99,https://www.amazon.com/Fire-HD-10-Kids-tablet/dp/B08F5Z2MC2/ref=cm_cr_arp_d_product_top?ie=UTF8
597,"Fire HD 8 Kids tablet, 8"" HD display, ages 3-7, 32 GB, Purple Kid-Proof Case",Computers & Accessories,#36,"123,229",$109.99,https://www.amazon.com/Fire-HD-8-Kids-Edition-tablet/dp/B07WFLBX6Q/ref=cm_cr_arp_d_product_top?ie=UTF8
598,"TP-Link Deco WiFi 6 Mesh System(Deco X20) - Covers up to 5800 Sq.Ft. , Replaces Wireless Routers and Extenders(3-Pack, 6 Ethernet Ports in total, supports Wired Ethernet Backhaul)",Computers & Accessories,#37,"9,006",$179.99,https://www.amazon.com/Mesh-Wifi-6-Router-System/dp/B085Z35GY6/ref=cm_cr_arp_d_product_top?ie=UTF8
599,"Fire HD 10 Plus tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Slate",Computers & Accessories,#38,"20,487",$159.99,https://www.amazon.com/Fire-HD-10-Plus-tablet/dp/B08F6FYN6B/ref=cm_cr_arp_d_product_top?ie=UTF8
600,"Lenovo - 14e Chromebook - Educational Computer - Laptop for Students - AMD Dual-Core Processor - 14.0"" FHD Display - 4GB Memory - 32GB Storage - Chrome OS",Computers & Accessories,#39,35,$139.99,https://www.amazon.com/Lenovo-Chromebook-Educational-Computer-Display/dp/B07RN8SSTJ/ref=cm_cr_arp_d_product_top?ie=UTF8
601,"Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Denim",Computers & Accessories,#40,"88,029",$129.99,https://www.amazon.com/Fire-HD-10-tablet/dp/B08F5LQCYP/ref=cm_cr_arp_d_product_top?ie=UTF8
604,"SYNERLOGIC Mac OS (Monterey/Big Sur/Catalina/Mojave) Keyboard Shortcuts, M1/M2/Intel No-Residue Clear Vinyl Sticker, Compatible with 13-16-inch MacBook Air and Pro",Computers & Accessories,#43,"6,153",$5.95,https://www.amazon.com/SYNERLOGIC-Shortcuts-No-Residue-Compatible-13-16-inch/dp/B08YHCZNC6/ref=cm_cr_arp_d_product_top?ie=UTF8
605,"Mac Book Air Charger, Replacement 45W T-Tip AC Power Adapter Charger for Charging Mac Book Air 11-inch and 13-inch",Computers & Accessories,#44,53,$19.79,https://www.amazon.com/Charger-Replacement-Adapter-Charging-11-inch/dp/B0B38F3739/ref=cm_cr_arp_d_product_top?ie=UTF8
606,"AICHESON Laptop Cooling Pad 5 Fans Up to 17.3 Inch Heavy Notebook Cooler, Blue LED Lights, 2 USB Ports, S035, Blue-5fans",Computers & Accessories,#45,"6,488",$27.99,https://www.amazon.com/AICHESON-Cooling-Notebook-MacBook-Computer/dp/B07CGMHP24/ref=cm_cr_arp_d_product_top?ie=UTF8
607,Charger for Dell Laptop Charger - (Compatible with All 65W 45W Round Tip)(Safety Certified by UL),Computers & Accessories,#46,"7,335",$18.99,https://www.amazon.com/65W-Slim-Charger-Dell-Laptop/dp/B07J6SWBDD/ref=cm_cr_arp_d_product_top?ie=UTF8
608,"Chromebook Charger USB C for 65W 45W USB-C Laptop Charger,Replacement for HP,Lenovo,Dell,Asus,Samsung,Acer,Google and Mac Book pro Series Computer (Notebook) Chargeable via Type C Laptop Power Adapter",Computers & Accessories,#47,106,$13.98,https://www.amazon.com/Universal-Laptop-Charger-laptops-Chargeable/dp/B09688VRYZ/ref=cm_cr_arp_d_product_top?ie=UTF8
610,"Samsung Chromebook 4 (2021 Model) 11.6"" Intel UHD Graphics 600, Intel Celeron Processor N4020, 4GB, 32GB, Wi-Fi - (XE310XBA-KA1US)",Computers & Accessories,#49,"1,264",$135.00,https://www.amazon.com/Samsung-Chromebook-Graphics-Celeron-Processor/dp/B08M2X68W5/ref=cm_cr_arp_d_product_top?ie=UTF8
611,"NETGEAR 4-Stream WiFi 6 Router (R6700AX) – AX1800 Wireless Speed (Up to 1.8 Gbps) | Coverage up to 1,500 sq. ft., 20 devices",Computers & Accessories,#50,"47,899",$84.64,https://www.amazon.com/NETGEAR-4-Stream-WiFi-Router-R6700AX/dp/B08KTXG8Q5/ref=cm_cr_arp_d_product_top?ie=UTF8
