Unnamed: 0,product_name,category,categoryRank,noRatings,cost,product_url
617,"Carson Dellosa | Interactive Notebook Math Workbook | Grade 5, Printable",Digital Educational Resources,#6,248,$7.49,https://www.amazon.com/Carson-Dellosa-Interactive-Notebook-Printable/dp/B082VL833X/ref=cm_cr_arp_d_product_top?ie=UTF8
618,"Spectrum | Language Arts Workbook | Grade 3, Printable",Digital Educational Resources,#7,"1,258",$8.99,https://www.amazon.com/Carson-Dellosa-Spectrum-Language-Practice/dp/B082DMRZHH/ref=cm_cr_arp_d_product_top?ie=UTF8
619,"Carson Dellosa | Interactive Notebook Math Workbook | Grade 3, Printable",Digital Educational Resources,#8,201,$7.49,https://www.amazon.com/Carson-Dellosa-Interactive-Notebook-Printable/dp/B082VKVTT6/ref=cm_cr_arp_d_product_top?ie=UTF8
620,"Spectrum | Language Arts Workbook | Grade 6, Printable",Digital Educational Resources,#9,"1,481",$8.99,https://www.amazon.com/Carson-Dellosa-Spectrum-Language-Practice/dp/B082DN88FN/ref=cm_cr_arp_d_product_top?ie=UTF8
621,"Carson Dellosa | Interactive Notebook Science Workbook | Grade 1, Printable",Digital Educational Resources,#10,504,$7.49,https://www.amazon.com/Dellosa-Interactive-Notebook-Workbook-Printable/dp/B082WLMWBJ/ref=cm_cr_arp_d_product_top?ie=UTF8
623,"Mark Twain | Understanding the U.S. Constitution Workbook | Grades 5–12, Printable",Digital Educational Resources,#12,"1,053",$9.74,https://www.amazon.com/Understanding-U-S-Constitution-Grades-12/dp/B082XHQ4F8/ref=cm_cr_arp_d_product_top?ie=UTF8
624,"Spectrum | Language Arts Workbook | Grade 5, Printable",Digital Educational Resources,#13,"1,702",$8.99,https://www.amazon.com/Carson-Dellosa-Spectrum-Language-Practice/dp/B082DNDXCY/ref=cm_cr_arp_d_product_top?ie=UTF8
625,"Spectrum | Language Arts Workbook | Grade 8, Printable",Digital Educational Resources,#14,"1,925",$8.99,https://www.amazon.com/Carson-Dellosa-Spectrum-Language-Practice/dp/B082DN98SN/ref=cm_cr_arp_d_product_top?ie=UTF8
628,"Spectrum | Spelling Workbook | Grade 3, Printable",Digital Educational Resources,#17,"1,574",$8.99,https://www.amazon.com/Spectrum-Spelling-Grade-3/dp/B082DPFVW2/ref=cm_cr_arp_d_product_top?ie=UTF8
629,"Carson Dellosa | Interactive Notebook Math Workbook | Grade 8, Printable",Digital Educational Resources,#18,183,$7.49,https://www.amazon.com/Carson-Dellosa-Interactive-Notebook-Printable/dp/B082WLPXC6/ref=cm_cr_arp_d_product_top?ie=UTF8
631,"Carson Dellosa | Trace with Me: Pre-Handwriting Practice Activity Book | Grades Preschool-2, Printable",Digital Educational Resources,#20,"3,772",$4.49,https://www.amazon.com/Carson-Dellosa-Pre-Handwriting-Practice-Paperback/dp/B082FNX79N/ref=cm_cr_arp_d_product_top?ie=UTF8
632,"Spectrum | Math Workbook | Grade 1, Printable",Digital Educational Resources,#21,"1,802",$8.99,https://www.amazon.com/Spectrum-Math-Workbook-Grade-1/dp/B082DKVC8P/ref=cm_cr_arp_d_product_top?ie=UTF8
633,"Spectrum | Language Arts Workbook | Grade 1, Printable",Digital Educational Resources,#22,"1,029",$8.99,https://www.amazon.com/Carson-Dellosa-Spectrum-Language-Practice/dp/B082DNKJVQ/ref=cm_cr_arp_d_product_top?ie=UTF8
634,"Spectrum | Spelling Workbook | Grade 2, Printable",Digital Educational Resources,#23,"1,545",$8.99,https://www.amazon.com/Spectrum-Spelling-Grade-2/dp/B082DPDWN7/ref=cm_cr_arp_d_product_top?ie=UTF8
635,"Spectrum | Science Workbook | Grade 8, Printable",Digital Educational Resources,#24,"1,611",$8.99,https://www.amazon.com/Carson-Dellosa-Spectrum-Practice-Literacy/dp/B082FL8JJK/ref=cm_cr_arp_d_product_top?ie=UTF8
636,"Carson Dellosa | Common Core Math 4 Today Workbook | Grade 5, Printable",Digital Educational Resources,#25,27,$7.49,https://www.amazon.com/Common-Core-Math-Today-Grade/dp/B0842VCX58/ref=cm_cr_arp_d_product_top?ie=UTF8
637,"Spectrum | Writing Workbook | Grade 3, Printable",Digital Educational Resources,#26,"1,024",$8.99,https://www.amazon.com/Spectrum-Writing-Grade-3/dp/B082DMBKJG/ref=cm_cr_arp_d_product_top?ie=UTF8
638,"Spectrum | Critical Thinking for Math Workbook | Grade 3, Printable",Digital Educational Resources,#27,534,$7.49,https://www.amazon.com/Spectrum-Critical-Thinking-Math-Grade/dp/B082FRRCTG/ref=cm_cr_arp_d_product_top?ie=UTF8
639,"Spectrum | Math Workbook | Grade 4, Printable",Digital Educational Resources,#28,36,$8.99,https://www.amazon.com/Spectrum-Math-Workbook-Grade-4/dp/B082DLQQKW/ref=cm_cr_arp_d_product_top?ie=UTF8
641,"Spectrum | Language Arts Workbook | Grade K, Printable",Digital Educational Resources,#30,467,$8.99,https://www.amazon.com/Carson-Dellosa-Spectrum-Language-Kindergarten/dp/B082DNC91Q/ref=cm_cr_arp_d_product_top?ie=UTF8
643,"Spectrum | Reading Workbook | Grade 5, Printable",Digital Educational Resources,#32,"1,729",$8.99,https://www.amazon.com/Spectrum-Reading-Workbook-Grade-5/dp/B082DM8YSF/ref=cm_cr_arp_d_product_top?ie=UTF8
644,"Spectrum | Math Workbook | Grade 2, Printable",Digital Educational Resources,#33,"2,344",$8.99,https://www.amazon.com/Spectrum-Math-Workbook-Grade-2/dp/B082DKN93F/ref=cm_cr_arp_d_product_top?ie=UTF8
645,"Carson Dellosa | Biology Workbook | Grades 6–12, Printable",Digital Educational Resources,#34,"1,113",$9.74,https://www.amazon.com/Carson-Dellosa-Biology-Workbook-Printable/dp/B082VL294M/ref=cm_cr_arp_d_product_top?ie=UTF8
646,"Spectrum | Science Workbook | Grade 6, Printable",Digital Educational Resources,#35,"1,168",$8.99,https://www.amazon.com/Spectrum-Science-Grade-6/dp/B082FNCB6N/ref=cm_cr_arp_d_product_top?ie=UTF8
647,"Carson Dellosa | Skill Builders Geometry Workbook | Grades 6–8, Printable",Digital Educational Resources,#36,6,$2.24,https://www.amazon.com/Geometry-Grades-6-8/dp/B0829CCYV4/ref=cm_cr_arp_d_product_top?ie=UTF8
648,"Daily Math Practice, Grade 3 - Teacher's Edition, E-book",Digital Educational Resources,#37,282,$22.99,https://www.amazon.com/Daily-Math-Practice-Grade-book/dp/B085TRX3VR/ref=cm_cr_arp_d_product_top?ie=UTF8
649,"Spectrum Reading Workbook, Grade 6",Digital Educational Resources,#38,21,$8.99,https://www.amazon.com/Spectrum-Reading-Workbook-Grade-6/dp/B082DMVQZS/ref=cm_cr_arp_d_product_top?ie=UTF8
650,"Spectrum | Critical Thinking for Math Workbook | Grade 4, Printable",Digital Educational Resources,#39,635,$7.49,https://www.amazon.com/Spectrum-Critical-Thinking-Math-Grade/dp/B082FMDD2Z/ref=cm_cr_arp_d_product_top?ie=UTF8
652,"Carson Dellosa | Common Core Connections Math Workbook | Grade 2, Printable",Digital Educational Resources,#41,153,$7.49,https://www.amazon.com/Common-Core-Connections-Math-Grade/dp/B082VHDFKF/ref=cm_cr_arp_d_product_top?ie=UTF8
656,"Spectrum | Writing Workbook | Grade 1, Printable",Digital Educational Resources,#45,"1,045",$8.99,https://www.amazon.com/Spectrum-Writing-Grade-1/dp/B082FNR81K/ref=cm_cr_arp_d_product_top?ie=UTF8
658,IEP Data Collection: Editable Forms to Track Progress on IEP Goals,Digital Educational Resources,#47,5,$5.00,https://www.amazon.com/IEP-Data-Collection-Editable-Progress/dp/B09TYNN3RD/ref=cm_cr_arp_d_product_top?ie=UTF8
660,Dinosaur Coloring Printable Pages For Kids,Digital Educational Resources,#49,1,$5.99,https://www.amazon.com/Dinosaur-Coloring-Printable-Pages-Kids/dp/B0868Y7HR9/ref=cm_cr_arp_d_product_top?ie=UTF8
676,"Power Strip with 6 Feet - POWRUI 8 Widely Surge Protector Outlets with 4 USB Ports, 3 Side Outlet Extender with 6 Feet Extension Cord, Flat Plug, Wall Mount, Desk USB Charging Station, ETL ,White",Electronics,#15,284,$16.99,https://www.amazon.com/Power-Strip-Feet-Protector-Extension/dp/B09Y8FRMQV/ref=cm_cr_arp_d_product_top?ie=UTF8
683,"(Pack of 2) Replaced Remote Control for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Sharp Roku/Element Roku/Westinghouse Roku/Philips Roku/Insignia Roku/Jvc Roku/RCA Roku Series Smart TVs",Electronics,#22,750,$11.57,https://www.amazon.com/Replaced-Control-Compatible-Westinghouse-Insignia/dp/B09Z6Q2MLC/ref=cm_cr_arp_d_product_top?ie=UTF8
684,"Power Strip, ALESTOR Surge Protector with 12 Outlets and 4 USB Ports, 6 Feet Extension Cord (1875W/15A), 2700 Joules, ETL Listed, Black…",Electronics,#23,"20,609",$21.98,https://www.amazon.com/Alestor-Protector-Outlets-Extension-Essentials/dp/B08P5LRY37/ref=cm_cr_arp_d_product_top?ie=UTF8
686,"Surge Protector Power Strip, 8 Wide Outlets with 4 USB Charging Ports, 3 Side Outlet Extender with 5Ft Braided Extension Cord, Flat Plug, Wall Mount for Home Office Dorm Room Essentials, ETL Listed",Electronics,#25,"12,601",$19.99,https://www.amazon.com/Surge-Protector-Power-Strip-Extension/dp/B092J8LPWR/ref=cm_cr_arp_d_product_top?ie=UTF8
688,"Alarm Clock for Bedroom, 2 Alarms Loud LED Big Display Clock with USB Charging Port, Adjustable Volume, Dimmable, Snooze, Plug in Simple Basic Digital Clock for Deep Sleepers Kids Elderly Home Office",Electronics,#27,"11,719",$16.99,https://www.amazon.com/Digital-Display-Bedroom-Adjustable-Charger/dp/B0899TVSW9/ref=cm_cr_arp_d_product_top?ie=UTF8
689,"OHill Cable Clips,16 Pack Black Adhesive Cord Holders, Ideal Cable Cords Management for Organizing Cable Wires-Home, Office, Car, Desk Nightstand",Electronics,#28,"51,893",$8.99,https://www.amazon.com/OHill-Organizer-Management-Organizing-Adhesive/dp/B071FXZBMV/ref=cm_cr_arp_d_product_top?ie=UTF8
691,Amazon Basics Digital Optical Audio Toslink Sound Bar TV Cable,Electronics,#30,"131,562",$6.46 - $19.40,https://www.amazon.com/AmazonBasics-Digital-Optical-Audio-Toslink/dp/B01N75TWSA/ref=cm_cr_arp_d_product_top?ie=UTF8
694,"SAMSUNG Galaxy SmartTag Bluetooth Smart Home Accessory Tracker, Attachment Locator for Lost Keys, Bag, Wallet, Luggage, Pets, Glasses, 2021, US Version, Black",Electronics,#33,"4,946",$19.99,https://www.amazon.com/Samsung-SmartTag-Bluetooth-Tracker-Locator/dp/B08NRS3YP8/ref=cm_cr_arp_d_product_top?ie=UTF8
695,"Roku Voice Remote (Official) for Roku Players, Roku TVs and Roku Audio",Electronics,#34,"50,361",$19.88,https://www.amazon.com/Roku-RCAL7R-Voice-Remote-New/dp/B07WVFCKSS/ref=cm_cr_arp_d_product_top?ie=UTF8
696,"Chromecast with Google TV - Streaming Entertainment with Voice Search - Watch Movies, Shows, and Live TV in 4K HDR - Snow",Electronics,#35,"2,309",$39.98,https://www.amazon.com/Google-Nest-GA01919-GA01919-US-Chromecast/dp/B08KRV7S22/ref=cm_cr_arp_d_product_top?ie=UTF8
699,"Cable Zip Ties,400 Pack Black Zip Ties Assorted Sizes 12+8+6+4 Inch,Multi-Purpose Self-Locking Nylon Cable Ties Cord Management Ties,Plastic Wire Ties for Home,Office,Garden,Workshop. By HAVE ME TD",Electronics,#38,"3,166",$6.99,https://www.amazon.com/HAVE-ME-TD-Cable-Ties/dp/B08TVLYB3Q/ref=cm_cr_arp_d_product_top?ie=UTF8
702,"[3 Pairs] Replacement Ear Tips for Airpods Pro with Noise Reduction Hole, Silicone Ear Tips for Airpods pro with Portable Storage Box and Fit in The Charging Case (S/M/L, White)",Electronics,#41,"6,251",$9.99,https://www.amazon.com/Replacement-Reduction-Silicone-Portable-Charging/dp/B08HT46TVP/ref=cm_cr_arp_d_product_top?ie=UTF8
704,"Surge Protector Power Strip - Eienko 6 Ft Extension Cord with 12 Widely Outlets, 3 Side Outlet Extender with 4 USB Ports, Flat Plug, Wall Mount, Desk USB Charging Station, ETL ,Black",Electronics,#43,389,$17.98,https://www.amazon.com/Surge-Protector-Power-Strip-Extension/dp/B09WZXCL59/ref=cm_cr_arp_d_product_top?ie=UTF8
705,2021 Apple TV 4K (32GB),Electronics,#44,"12,283",$119.99,https://www.amazon.com/2021-Apple-TV-4K-32GB/dp/B0933D3SN6/ref=cm_cr_arp_d_product_top?ie=UTF8
706,Newest Universal Remote Control for All Samsung TV Remote Compatible All Samsung LCD LED HDTV 3D Smart TVs Models,Electronics,#45,"5,587",$12.86,https://www.amazon.com/Newest-Universal-Control-Samsung-Compatible/dp/B08CZ1FYBD/ref=cm_cr_arp_d_product_top?ie=UTF8
707,"Lightning to 3.5 mm Headphone Jack Adapter, [Apple MFi Certified] 3 Pack iPhone 3.5mm Headphones/Earphones Jack Aux Audio Dongle Adapter Compatible for iPhone 13 12 11 XS XR X 8 7 iPad, Support iOS 15",Electronics,#46,"8,862",$10.99,https://www.amazon.com/Lightning-Headphone-Certified-Headphones-Compatible/dp/B098MSCJLC/ref=cm_cr_arp_d_product_top?ie=UTF8
708,"Outlet Extender with Night Light, USB Wall Charger, POWLIGHT 5-Outlet Surge Protector Power Strip with 4 USB Ports, 1680 Joules Multi Plug Outlet with Spaced Outlets for Home, Office, White",Electronics,#47,"6,955",$14.97,https://www.amazon.com/Extender-Charger-POWLIGHT-5-Outlet-Protector/dp/B09BNZ4Q11/ref=cm_cr_arp_d_product_top?ie=UTF8
710,"COMSOON Bluetooth 5.0 Receiver for Car, Noise Cancelling Bluetooth AUX Adapter, Bluetooth Music Receiver for Home Stereo/Wired Headphones/Hands-Free Call,16H Battery Life-Black+Silver",Electronics,#49,"26,827",$16.99,https://www.amazon.com/Upgraded-Bluetooth-Cancelling-Headphones-Hands-Free/dp/B08KY684PB/ref=cm_cr_arp_d_product_top?ie=UTF8
711,"Lopnord Case for Airpods Pro Case Cover with Lock Lid, Protective Cover Compatible with Airpod Pro Case for Men Women, Shockproof Rugged Shell for Air Pods Pro Charging Case (AirPod Pro Not Included)",Electronics,#50,"1,808",$9.98 - $11.99,https://www.amazon.com/Lopnord-Protective-Compatible-Shockproof-Charging/dp/B09L44Z63L/ref=cm_cr_arp_d_product_top?ie=UTF8
714,Primos The Truth 22 Big Bucks Hunting DVD,Entertainment Collectibles,#3,64,$6.69,https://www.amazon.com/Primos-TRUTH-Big-Bucks-Hunting/dp/B00JVL8XT4/ref=cm_cr_arp_d_product_top?ie=UTF8
716,"KENNETH COLLEY as Admiral Piett - Star Wars 8""x10"" GENUINE AUTOGRAPH",Entertainment Collectibles,#5,1,[],https://www.amazon.com/KENNETH-COLLEY-Admiral-Piett-AUTOGRAPH/dp/B07LDDYXV7/ref=cm_cr_arp_d_product_top?ie=UTF8
719,And 5678 Beginner's #2 Line Dance Workout DVD Set,Entertainment Collectibles,#8,8,$12.00,https://www.amazon.com/5678-Beginners-Line-Dance-Workout/dp/B0927BLRS9/ref=cm_cr_arp_d_product_top?ie=UTF8
720,Disney Parks Keychain - Mickey Mouse Glove w/Stylus,Entertainment Collectibles,#9,3,$14.95,https://www.amazon.com/Disney-Parks-Keychain-Mickey-Stylus/dp/B09FTFCHTV/ref=cm_cr_arp_d_product_top?ie=UTF8
721,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),Entertainment Collectibles,#10,14,$195.00,https://www.amazon.com/Court-Mist-AUTOGRAPHED-Sarah-SIGNED/dp/B08BYT3NQV/ref=cm_cr_arp_d_product_top?ie=UTF8
724,Disney Pin - Toy Story - Buzz Lightyear and Little Green Men wearing Rockets,Entertainment Collectibles,#13,2,$19.95,https://www.amazon.com/Disney-Pin-Story-Lightyear-Aliens/dp/B01L68G3TQ/ref=cm_cr_arp_d_product_top?ie=UTF8
725,Impractical Jokers Giveaway #1 VF/NM ; DC comic book,Entertainment Collectibles,#14,4,$46.99,https://www.amazon.com/Impractical-Jokers-Giveaway-DC-comic/dp/B081739XW2/ref=cm_cr_arp_d_product_top?ie=UTF8
730,1993 Skybox Ultraverse (100) Card Set NM/MT,Entertainment Collectibles,#19,4,$9.99,https://www.amazon.com/1993-Skybox-Ultraverse-100-Card/dp/B00BAX1IMA/ref=cm_cr_arp_d_product_top?ie=UTF8
732,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,Entertainment Collectibles,#21,64,$79.95,https://www.amazon.com/Hodder-Signed-Autographed-Collectible-Voorhees/dp/B08PF8D615/ref=cm_cr_arp_d_product_top?ie=UTF8
734,Disney Parks Magnet - Walt Disney World - 50th Anniversary - Mickey & Minnie at Cinderella Castle,Entertainment Collectibles,#23,4,$29.95,https://www.amazon.com/Disney-Parks-Magnet-Anniversary-Cinderella/dp/B0B191Y2MN/ref=cm_cr_arp_d_product_top?ie=UTF8
735,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,Entertainment Collectibles,#24,18,$174.99,https://www.amazon.com/1986-Topps-Garbage-Pail-Kids/dp/B01N8T72GC/ref=cm_cr_arp_d_product_top?ie=UTF8
736,1985 Garbage Pail Kids cards series 3 complete set,Entertainment Collectibles,#25,6,$229.99,https://www.amazon.com/Garbage-Pail-Kids-cards-complete/dp/B00OGH217S/ref=cm_cr_arp_d_product_top?ie=UTF8
742,Disney Pin - Walt Disney World - 50th Anniversary - Cinderella Castle,Entertainment Collectibles,#31,13,$24.95,https://www.amazon.com/Disney-Pin-Anniversary-Cinderella-Castle/dp/B09R152QWD/ref=cm_cr_arp_d_product_top?ie=UTF8
744,Naruto Approaching Wind TCG Blister Booster Pack Box - 15 Packs - 10 Cards/Pack,Entertainment Collectibles,#33,35,$144.99,https://www.amazon.com/Naruto-Approaching-Wind-Blister-Booster/dp/B00BJ96CR6/ref=cm_cr_arp_d_product_top?ie=UTF8
746,1996 Topps Independence Day Widevision Trading Card Set (72),Entertainment Collectibles,#35,1,$9.99,https://www.amazon.com/1996-Topps-Independence-Widevision-Trading/dp/B00BAX4YC6/ref=cm_cr_arp_d_product_top?ie=UTF8
748,MASTERS OF JAPANIMATION 1996 COMIC IMAGES COMPLETE BASE CARD SET OF 90 AN,Entertainment Collectibles,#37,1,[],https://www.amazon.com/MASTERS-JAPANIMATION-COMIC-IMAGES-COMPLETE/dp/B013XJ14PY/ref=cm_cr_arp_d_product_top?ie=UTF8
749,WITCHBLADE MILLENNIUM 2000 DYNAMIC FORCES COMPLETE BASE CARD SET OF 72 MC,Entertainment Collectibles,#38,1,$30.00,https://www.amazon.com/WITCHBLADE-MILLENNIUM-DYNAMIC-FORCES-COMPLETE/dp/B07RT77NL2/ref=cm_cr_arp_d_product_top?ie=UTF8
754,Tom Holland 8 Inch x 10 Inch photograph Avengers: Endgame Spider Man: Homecoming Spider Man: Far from Home Shirtless Holding Basketball kn,Entertainment Collectibles,#43,1,$7.99,https://www.amazon.com/Tom-Holland-Inch-photograph-Avengers/dp/B07Y7LLXVR/ref=cm_cr_arp_d_product_top?ie=UTF8
757,"Ellen Barkin 8 Inch x10 Inch Photograph Animal Kingdom (TV Series 2016 - ) w/Cast ""Blood Runs But Family Doesn't"" Title Poster kn",Entertainment Collectibles,#46,1,$7.99,https://www.amazon.com/Ellen-Barkin-Photograph-Animal-Kingdom/dp/B06XFMQLLC/ref=cm_cr_arp_d_product_top?ie=UTF8
761,Ronda Rousey short black dress at Entourage premiere 8 x 10 inches Photo,Entertainment Collectibles,#50,1,[],https://www.amazon.com/Ronda-Rousey-Entourage-premiere-inches/dp/B01FNJYAOY/ref=cm_cr_arp_d_product_top?ie=UTF8
784,Amazon.com Gift Card in a Mini Envelope (Navy and Gold),Gift Cards,#23,"99,278",$10.00,https://www.amazon.com/Amazon-com-Gift-Card-Mini-Envelope/dp/B077T9WSSN/ref=cm_cr_arp_d_product_top?ie=UTF8
786,Amazon eGift Card - Happy Birthday Balloons,Gift Cards,#25,"832,712",$50.00,https://www.amazon.com/Amazon-eGift-Card-Birthday-Balloons/dp/B01FIS88SY/ref=cm_cr_arp_d_product_top?ie=UTF8
787,Amazon Gift Card - Print - New Birthday Cupcake,Gift Cards,#26,"75,702",$50.00,https://www.amazon.com/Amazon-Gift-Card-Birthday-Cupcake/dp/B09NKLXZ5V/ref=cm_cr_arp_d_product_top?ie=UTF8
789,$50 Visa Balloons Gift Card (plus $4.95 Purchase Fee),Gift Cards,#28,225,$54.95,https://www.amazon.com/Visa-Balloons-Gift-Card-Purchase/dp/B08LP1CTR2/ref=cm_cr_arp_d_product_top?ie=UTF8
800,Solimo Caffeinated Pods Keurig 2.0 Coffee not instant,Grocery & Gourmet Food,#9,"142,469",$12.72 - $38.18,https://www.amazon.com/Solimo-Caffeinated-Keurig-Coffee-instant/dp/B0B9C9DQYR/ref=cm_cr_arp_d_product_top?ie=UTF8
803,"Propel, 3 Flavor Variety Pack, Zero Calorie Sports Drinking Water with Electrolytes and Vitamins C&",Grocery & Gourmet Food,#12,"43,883",$5.98 - $36.90,https://www.amazon.com/Propel-Variety-Drinking-Electrolytes-Vitamins/dp/B09YGM1PBR/ref=cm_cr_arp_d_product_top?ie=UTF8
811,"Nespresso Capsules VertuoLine, Melozio, Medium Roast Coffee, 30 Count Coffee Pods, Brews",Grocery & Gourmet Food,#20,"22,873",$36.00 - $36.55,https://www.amazon.com/Nespresso-Capsules-VertuoLine-Melozio-Medium/dp/B09F8NG1LB/ref=cm_cr_arp_d_product_top?ie=UTF8
814,Liquid Death Mountain Water,Grocery & Gourmet Food,#23,"24,047",$14.99 - $46.99,https://www.amazon.com/Liquid-Death-Mountain-Water/dp/B09X7K8JTR/ref=cm_cr_arp_d_product_top?ie=UTF8
816,Quaker Chewy Granola Bars,Grocery & Gourmet Food,#25,"78,433",$14.32 - $49.90,https://www.amazon.com/Quaker-Chewy-Granola-Bars/dp/B09L6BZ6Y9/ref=cm_cr_arp_d_product_top?ie=UTF8
819,VPX Bang Energy Drink with Super Creatine,Grocery & Gourmet Food,#28,"55,739",$19.99 - $72.74,https://www.amazon.com/Bang-Energy-Drink-Super-Creatine/dp/B09QYB4VGS/ref=cm_cr_arp_d_product_top?ie=UTF8
820,GoGo squeeZ Applesauce,Grocery & Gourmet Food,#29,"36,360",$10.29 - $30.25,https://www.amazon.com/GoGo-SqueeZ-squeeZ-Applesauce/dp/B08SKBJTWC/ref=cm_cr_arp_d_product_top?ie=UTF8
821,Nespresso VertuoLine Double Espresso,Grocery & Gourmet Food,#30,"22,097",$33.00,https://www.amazon.com/Nespresso-VertuoLine-Double-Espresso/dp/B07SFZS5N3/ref=cm_cr_arp_d_product_top?ie=UTF8
822,Lakanto Monk Fruit Sweetener - Sugar Substitute,Grocery & Gourmet Food,#31,"105,854",$3.78 - $77.90,https://www.amazon.com/Lakanto-Monk-Fruit-Sweetener-Substitute/dp/B09KC69RSH/ref=cm_cr_arp_d_product_top?ie=UTF8
824,REIGN Fitness & Performance Drink,Grocery & Gourmet Food,#33,"32,462",$18.98 - $49.95,https://www.amazon.com/REIGN-Fitness-Performance-Drink/dp/B09RNS3BPY/ref=cm_cr_arp_d_product_top?ie=UTF8
825,"Green Mountain Coffee Roasters Colombia Select, Single-Serve Keurig K-Cup Pods",Grocery & Gourmet Food,#34,"35,554",$19.89 - $125.03,https://www.amazon.com/Green-Mountain-Coffee-Roasters-Single-Serve/dp/B09DSVZH7N/ref=cm_cr_arp_d_product_top?ie=UTF8
827,Frito-Lay Pack,Grocery & Gourmet Food,#36,"87,815",$19.99 - $57.65,https://www.amazon.com/Frito-Lay-Pack/dp/B097H9JWJT/ref=cm_cr_arp_d_product_top?ie=UTF8
828,"Orgain Organic Vegan Protein Powder,Creamy Chocolate Fudge -21g of Plant Based Protein, Low Net Carbs,Non Dairy,Gluten Free, No Sugar Added, Soy Free, Kosher,Non-GMO, 2.03 Lb (Packaging May Vary)",Grocery & Gourmet Food,#37,441,$23.31 - $56.79,https://www.amazon.com/Orgain-Organic-Protein-Chocolate-Packaging/dp/B0B68L8YMX/ref=cm_cr_arp_d_product_top?ie=UTF8
